id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4974321,Cozy apartment in vibrant Nørrebro,1596437,Astrid,,Nrrebro,55.698544678034615,12.53909996827772,Entire home/apt,801,2,50,2016-09-28,1.87,1,226
7333022,Cool Loft in the heart of CPH,2702225,Carl Emil,,Nrrebro,55.68976941419578,12.562064032490051,Entire home/apt,947,2,0,,,1,159
13455551,"Charming, cozy apartment with amazing location",777896,Frederikke,,Nrrebro,55.694060491625834,12.560409148453338,Entire home/apt,616,3,29,2017-05-22,2.44,1,0
18131798,Cosy apartment in Copenhagen (Nørrebro),66951648,Sara,,Nrrebro,55.69416717304499,12.546867202619527,Entire home/apt,450,2,1,2017-05-08,0.68,1,10
13165657,Bright and spacious room on beautiful Nørrebro.,6834449,Tania,,Nrrebro,55.70122763801112,12.541956519473265,Private room,477,1,29,2017-06-05,2.36,1,2
5104720,Great large apt. - Central Nørrebro,26376263,Oliver Kehn,,Nrrebro,55.69836721618951,12.548648609088607,Entire home/apt,748,3,12,2017-02-17,0.43,1,166
7449999,Bright and cozy flat in Nørrebro,14525128,Stine,,Nrrebro,55.68726777574599,12.546098768208005,Entire home/apt,550,1,16,2017-05-28,0.97,1,5
17922907,Charmerende 2 værelses centralt på Nørrebro.,122882308,Anne Sophie,,Nrrebro,55.69669298054365,12.541132503763802,Entire home/apt,391,1,2,2017-05-28,2,1,36
7306074,Lovely flat in great neighborhood,190280,Ninni,,Nrrebro,55.699421994752264,12.553033817840838,Entire home/apt,649,3,9,2017-06-08,0.42,1,2
15262733,Cousy appartment at hip Stefansgade,97086066,Nils,,Nrrebro,55.692472529663576,12.541236913157674,Entire home/apt,457,1,33,2017-05-26,4.01,1,27
1369105,"Central, light and Charming 2BD",7425145,Amanda,,Nrrebro,55.69530812757371,12.555375574196974,Entire home/apt,695,2,20,2017-05-28,0.44,1,0
17153562,"Lækker, lys lejlighed i Nørrebros smørhul",8009744,Søren,,Nrrebro,55.69268926305434,12.54308577959784,Entire home/apt,331,6,1,2017-03-06,0.29,1,3
1434558,Gay friendly accommodation downtown,6996062,Peter,,Nrrebro,55.69871922128847,12.545473506048676,Private room,351,2,62,2017-05-22,1.34,1,13
13689809,Unique family friendly apartment,17410757,Clinton,,Nrrebro,55.69138849248244,12.543808952465842,Entire home/apt,649,7,1,2016-08-01,0.09,1,313
6742972,Nice small apartment on Nørrebro!,35307315,Nickie,,Nrrebro,55.69674439026421,12.549028307956206,Entire home/apt,397,2,53,2017-05-21,2.24,1,0
9130145,Rooftop flat next to the heart of Nørrebro,47557729,Anna,,Nrrebro,55.69656005353533,12.554800305356379,Entire home/apt,397,2,10,2017-06-04,0.52,1,0
15459264,"Trendy apartment in Nørrebro, Copenhagen.",29207873,Mille,,Nrrebro,55.68678539744082,12.548050123169027,Entire home/apt,662,1,4,2017-02-06,0.51,1,93
10347453,Central Nørrebro Apartment,8068116,Henrik,,Nrrebro,55.690617045545025,12.56010886033157,Entire home/apt,596,3,2,2016-02-02,0.12,1,0
14803890,Charming 2-bedroom with rooftop terrace,89303629,Karna,,Nrrebro,55.699361807831224,12.54094246393398,Entire home/apt,642,1,9,2017-05-28,1.00,1,173
8709001,"Cosy apartment in young, hip area",45715773,Emma,,Nrrebro,55.70300403740342,12.550137024248778,Entire home/apt,947,2,9,2017-04-19,0.47,1,162
14214019,Hyggelig bybolig med have,86313391,Conny,,Nrrebro,55.70696400755858,12.554284993108892,Entire home/apt,450,5,2,2016-10-13,0.22,1,0
582499,Charming Apt in CPH at winter time!,2707084,Elise,,Nrrebro,55.68898884316605,12.541214371581043,Entire home/apt,497,2,35,2017-05-07,0.69,1,6
6274572,Trendy and cozy Nørrebro apt.,3269502,Kirstine,,Nrrebro,55.69754161930882,12.548834337294007,Entire home/apt,344,1,2,2016-03-20,0.10,1,0
17858579,Room in a charming apartment :),38098491,Patricia,,Nrrebro,55.704998259251354,12.552051781500193,Private room,272,1,1,2017-05-08,0.77,2,15
18670407,Centrum hjemmet med alting klart,129761970,Maha,,Nrrebro,55.68660811374317,12.557159594569951,Entire home/apt,1252,2,1,2017-05-14,0.91,1,65
7660343,27m2 bright room - in best area!,3652345,Martha Freja,,Nrrebro,55.68590152961927,12.549098470934931,Private room,437,1,6,2016-07-10,0.27,1,17
4383405,Centrally located apartment in CPH,22757842,Kasper,,Nrrebro,55.691579885501994,12.561271980003031,Entire home/apt,901,3,21,2017-04-20,0.94,1,0
5694120,91m2 New York'er Penthouse - 2 floors,26899945,Marc,,Nrrebro,55.693845834384916,12.546604914983092,Entire home/apt,1093,3,22,2017-06-10,1.04,1,184
13427345,120 m2 Cool flat with personel atmosfer,76555187,Minna,,Nrrebro,55.68692432599328,12.546788788700814,Entire home/apt,848,1,9,2017-06-04,0.74,1,307
19063422,Sunny artist home w. 3 balconies,133076206,Martin And Mikkel,,Nrrebro,55.69611567343334,12.54385791597902,Entire home/apt,2000,2,1,2017-06-06,1,1,66
6155450,Hyggelig Nørrebro lejlighed (only a room 15/4),31932206,Cecilie,,Nrrebro,55.6950775425699,12.540594593977087,Private room,397,1,18,2016-12-21,0.83,1,0
16706734,78m2 central and cozy with balcony,39223769,Louise,,Nrrebro,55.69153342231143,12.545810296153332,Entire home/apt,1152,4,1,2017-01-30,0.22,2,35
12500421,Bright apartment with big balcony,67593613,Astrid,,Nrrebro,55.68971663434113,12.563299366863642,Entire home/apt,947,2,20,2017-06-04,1.46,1,75
4505028,"132 sqm, cool Nørrebro, family home",23363683,Anders & Anne,,Nrrebro,55.69318102799169,12.54760004893496,Entire home/apt,1000,5,4,2017-01-03,0.13,1,0
3361352,"CENTRAL, SPACIOUS + great GARDEN!",11121674,Sofie,,Nrrebro,55.69524974776411,12.54886867992744,Entire home/apt,2232,2,30,2017-06-04,0.86,1,337
1031594,Cosy place in green and hip area. ,5226082,Camilla,,Nrrebro,55.695053975155325,12.540782830840731,Entire home/apt,411,2,0,,,1,0
441763,Great Family Apartment,2005060,Anders,,Nrrebro,55.69263082945322,12.562897937122333,Entire home/apt,848,3,16,2017-06-05,0.31,1,3
4451460,CENTRAL and COSY apt.,12579902,Jannik,,Nrrebro,55.699185313526584,12.551806630922762,Entire home/apt,795,1,36,2017-05-14,1.14,2,0
12840077,Central Crash in beautiful City Apartment,7414654,Sanja,,Nrrebro,55.68633560485311,12.548049188384718,Entire home/apt,748,3,3,2016-11-28,0.25,2,0
4385902,"Cosy little room, centrally located",12730200,Maja And Christian,,Nrrebro,55.68343224909686,12.556036938334099,Private room,523,3,7,2016-09-09,0.24,3,129
13877279,City apartment with balcony and central location,80266846,Jonas And Emilie,,Nrrebro,55.68980748983787,12.556525144726423,Entire home/apt,801,4,1,2016-08-30,0.10,1,0
7077050,2 bedroom apartment in Nørrebro,34417005,Nanna,,Nrrebro,55.69541819292095,12.544656595059337,Entire home/apt,689,1,19,2017-06-04,0.83,1,236
3556792,25m2 apartment central CPH,2076086,Caspar,,Nrrebro,55.68506806478029,12.550079017163373,Entire home/apt,523,2,22,2017-06-04,0.63,2,243
7007317,148 m2 Nørrebro 10 min. by bike from old center,34133093,Rune,,Nrrebro,55.700610088045934,12.549032501588531,Entire home/apt,1199,4,1,2017-01-01,0.18,1,21
6810702,"Two floor, unique and cosy flat",9686115,Nana,,Nrrebro,55.69334319607298,12.543847196057992,Entire home/apt,742,6,5,2016-08-27,0.22,1,165
4761438,In the heart of Nørrebro + 2 bikes,3763969,Bodil,,Nrrebro,55.6975181015744,12.543525280186351,Entire home/apt,748,2,47,2017-06-05,1.57,1,22
14799370,Great apartment located at the heart of Nørrebro,72911081,Sabine Mølleskov,,Nrrebro,55.69657346894823,12.544460418751065,Entire home/apt,642,2,5,2017-04-22,0.53,1,0
15404405,Cozy apartment in vibrant Nørrebro CPH,233429,Anne,,Nrrebro,55.69346440963767,12.558408281450868,Entire home/apt,702,2,6,2017-05-16,0.75,2,0
6548485,60m2 appartment in Copenhagen N,34252425,Ruben,,Nrrebro,55.697460225386244,12.546527457776682,Entire home/apt,550,1,26,2017-05-21,1.13,1,0
2849861,The most Cozy Apartment at Nørrebro,14574480,Katrine Damgaard,,Nrrebro,55.69946801028028,12.544410739463084,Entire home/apt,298,2,32,2017-05-29,0.84,1,296
7990255,Cozy studioap. in vibrant Nørrebro,42176015,Petrea,,Nrrebro,55.69315009390805,12.544792918212138,Entire home/apt,510,2,13,2017-06-12,0.60,1,0
3337189,Cosy 'n Cool in Nørrebro apartment!,4432656,Matthew,,Nrrebro,55.69487744897958,12.546837609837192,Entire home/apt,775,3,22,2017-05-24,0.61,1,149
2697040,Big room with balcony in Cph N!,13803808,Amalie,,Nrrebro,55.68764576897578,12.545214013812778,Entire home/apt,497,6,5,2017-06-10,1.09,1,170
10611658,Fantastic view and modern apartment,12580489,Jon,,Nrrebro,55.69303826338699,12.546035604013031,Entire home/apt,801,2,9,2016-08-26,0.67,1,0
8709400,Apartment in Nørrebro with balcony,9990621,Maria Leth,,Nrrebro,55.691647461393956,12.555212554314263,Entire home/apt,603,3,2,2016-05-23,0.10,1,21
2024710,Perfect Location Close 2 everything,7979719,Emil,,Nrrebro,55.68883281330015,12.563972065333726,Entire home/apt,947,2,57,2016-12-30,1.41,1,0
17818896,Small Cosy above our Café( Breakfast incl )Key 1B,6042591,GoodLife Café,,Nrrebro,55.69661820813217,12.543830945419511,Shared room,146,1,7,2017-05-24,2.84,29,1
19063374,Bright and cosy room in central Nørrebro,26108418,Kasper,,Nrrebro,55.689722338730235,12.559761825957136,Private room,351,2,2,2017-06-12,2,1,0
14017072,Cozy and charming copenhagen apartment,83846799,Melanie,,Nrrebro,55.69821937209542,12.539294472832443,Entire home/apt,450,1,4,2016-08-02,0.37,1,0
2336178,Cosy 2-room apartment at Nørrebro,11067888,Julia,,Nrrebro,55.70499840192041,12.546381779008893,Entire home/apt,431,5,4,2016-08-14,0.18,1,12
6939134,Charmende lejlighed midt i Københav,36383608,Khalila,,Nrrebro,55.697573705061025,12.555375595095699,Entire home/apt,801,1,11,2016-07-07,0.46,1,0
18866657,Cosy apartment in central Copenhagen,46089541,Nathalie,,Nrrebro,55.69623494029142,12.539456654856885,Entire home/apt,649,3,2,2017-05-28,2,1,1
1396815,Cosy apartment in hot urban area!,3356394,Kristoffer,,Nrrebro,55.69339066575769,12.544191947571148,Entire home/apt,603,1,10,2016-07-07,0.22,1,324
8774084,Cozy apartment in cool area!,18046770,Anne,,Nrrebro,55.691707943637326,12.55709970461354,Entire home/apt,550,2,13,2017-06-12,0.88,1,17
2482618,Modern flat with space for kids,5431496,Signe,,Nrrebro,55.68935370981314,12.559259931086336,Entire home/apt,1000,3,3,2016-08-18,0.09,1,349
1123740,Big charming flat w/balcony in hip Norrebro,5516916,Emilie,,Nrrebro,55.69446713648957,12.547159617678744,Entire home/apt,1046,3,12,2016-08-21,0.33,1,172
18669951,3 værelses lejlighed på Nørrebro,100061156,Sabrina,,Nrrebro,55.70221872271461,12.557094763438288,Entire home/apt,801,1,1,2017-06-11,1,1,22
5890402,Bright and cozy room at Nørrebro,29261480,Sara Marie,,Nrrebro,55.693451847510765,12.566368787755456,Private room,417,2,27,2017-06-02,1.02,1,221
18851212,"Cosy apartment in Nørrebro, Copenhagen",86025264,Matilde,,Nrrebro,55.689846426618594,12.542558720302173,Entire home/apt,603,4,0,,,1,50
13820181,Skøn lejlighed midt i KBH N. Øverst oppe.,44766231,Katrine,,Nrrebro,55.68663758968268,12.552920254989191,Entire home/apt,649,4,7,2017-06-05,0.85,1,9
6742251,Cozy apartment in Nørrebro,35303955,Sophia,,Nrrebro,55.68775857238137,12.558264098271895,Entire home/apt,371,21,1,2015-06-23,0.04,1,0
3799761,Light apartment with lovely balcony,19516227,Anna Vestergård,,Nrrebro,55.70231727311727,12.551917300835932,Entire home/apt,397,18,0,,,1,0
14803719,Cosy room with view on the lakes,38099696,Maria,,Nrrebro,55.68764074814517,12.562777321448914,Private room,351,6,2,2017-01-02,0.22,2,272
2810603,Inner Nørrebro - A big bedroom,2476290,Jakob,,Nrrebro,55.6872303243176,12.55295454307085,Private room,252,1,5,2017-06-07,1.33,3,46
14622212,Elegant apartment steps from the Copenhagen lakes,90766492,Heidi,,Nrrebro,55.690523887824575,12.563274767281527,Entire home/apt,748,3,6,2017-05-14,0.62,1,5
16966364,Cosy apartment in great location,112590939,Marie Louise,,Nrrebro,55.68597045602523,12.560010036258012,Entire home/apt,795,4,8,2017-05-30,2.20,1,2
18534524,Hyggelig og lys lejlighed centralt på Nørrebro,54526812,Victor,,Nrrebro,55.69477680775648,12.548311895376623,Entire home/apt,2000,3,0,,,1,0
5236031,Beautiful and bright 2-room flat,19544314,Michael,,Nrrebro,55.699262726263264,12.544972455340872,Entire home/apt,550,2,11,2016-11-28,0.41,1,310
17824544,Room in the heart of Copenhagen!,16274299,Peter,,Nrrebro,55.68337840767593,12.556446112855989,Private room,265,2,2,2017-04-24,0.74,1,84
7200917,Cosy apartment in charming Nørrebro,15505553,Anna Sofie Weirsøe,,Nrrebro,55.6926061195784,12.542084258681948,Entire home/apt,497,1,8,2016-08-07,0.35,1,0
16629766,Amazing flat in the best part of Nørrebro,37339088,Kathrine,,Nrrebro,55.69001892918651,12.555306335857896,Entire home/apt,901,3,6,2017-05-28,1.41,1,26
2342912,Inner Nørrebro get-away w/ balcony,8040844,Sidsel,,Nrrebro,55.688932039887604,12.553707806893653,Entire home/apt,709,3,6,2016-07-17,0.26,1,0
6027968,Skøn lejlighed på Nørrebro,31286323,Nina,,Nrrebro,55.69052375675721,12.559324130590984,Entire home/apt,603,3,15,2017-02-04,0.63,1,63
8314954,Stor københavnerlejlighed med spa,43838212,Mia,,Nrrebro,55.70424164969902,12.547432802162685,Entire home/apt,748,1,6,2016-07-30,0.45,1,0
712777,Sunfilled apt. overlooking park!,3668921,Anna,,Nrrebro,55.688318230288836,12.552923141990762,Entire home/apt,550,2,11,2015-09-30,0.23,1,0
1957950,Cozy apartment in quiet area.,10119601,Mikael,,Nrrebro,55.69432327768977,12.553879688071033,Entire home/apt,596,2,7,2016-06-01,0.28,1,166
3530784,"Spacious, parkview and hip location",17774495,Lise,,Nrrebro,55.69253389862692,12.542168788949157,Private room,358,3,33,2017-06-05,0.94,1,0
15261726,Perfect location in Copenhagen❤️,6428984,Ataya,,Nrrebro,55.685194430109284,12.558462418333352,Entire home/apt,2100,1,0,,,2,294
10674185,Charming top floor apt in Nørrebro,1246602,Maria,,Nrrebro,55.699202901993985,12.547725039309272,Entire home/apt,603,3,2,2016-04-18,0.13,1,0
14794751,Cozy Big room in central Copenhagen,35754185,Stefan,,Nrrebro,55.69878846086139,12.545501942437168,Private room,397,1,2,2016-09-18,0.22,2,0
13247828,Nice apartment at Nørrebro,41904481,Line,,Nrrebro,55.68464952127599,12.557855038270356,Entire home/apt,649,2,4,2016-11-01,0.48,1,250
8699887,Spacious apartment in Nørrebro,41083969,Pernille,,Nrrebro,55.68756168797369,12.562390826268652,Entire home/apt,1000,1,3,2016-07-23,0.15,1,134
10936293,49 sqm + sunny balcony,8570082,Victor,,Nrrebro,55.69482387053416,12.551403643744505,Entire home/apt,497,2,12,2016-08-26,0.72,1,0
12640220,Cosy and clean room in hip Nørrebro,68648056,Torben Hasling,,Nrrebro,55.69520093397133,12.546406350884785,Private room,391,2,24,2017-05-14,1.79,1,308
3600455,Charming apartment in Nørrebro,18140232,Kristina,,Nrrebro,55.70191974677961,12.546567926395396,Entire home/apt,550,2,14,2017-03-26,0.44,1,0
10805181,Spacious room in a hip café area!,40251229,Olga,,Nrrebro,55.68911191594727,12.543925677090778,Private room,497,1,9,2016-08-24,0.55,1,365
17489822,Clean&Cheap (Breakfast Incl) (Key B2),6042591,GoodLife Café,,Nrrebro,55.69820879489742,12.544470270057623,Shared room,185,1,5,2017-05-27,2.24,29,0
6217602,Cosy flat in wonderful Copenhagen,8655845,Lisbeth,,Nrrebro,55.68658600482327,12.548213714939019,Entire home/apt,543,3,16,2017-06-11,0.64,1,226
17817490,Great apartment on Nørrebro,27782163,Sanne,,Nrrebro,55.70672910723746,12.548265162456953,Entire home/apt,702,2,7,2017-06-11,2.41,1,0
5037919,Spacy & bright flat in the best part of Copenhagen,17362013,Marie Louise,,Nrrebro,55.688107511123285,12.56289963763542,Entire home/apt,861,2,10,2016-08-30,0.35,1,1
6563128,Nørrebro Apartment in a Hip Area,10966904,Søren,,Nrrebro,55.69890335268238,12.54628871051297,Entire home/apt,669,3,21,2017-06-11,0.87,1,21
17489447,Clean&Cheap (Breakfast Incl) (Key 4B),6042591,GoodLife Café,,Nrrebro,55.696081217175,12.542379290788912,Shared room,185,1,0,,,29,0
9756195,Big 127m2 flat in Copenhagen,50315146,Alexander,,Nrrebro,55.68962900013898,12.55926810851225,Entire home/apt,848,1,1,2016-01-05,0.06,1,0
6086178,Big & light apartment in Copenhagen,31586580,Thomas,,Nrrebro,55.69246297482626,12.553545949298718,Entire home/apt,603,2,19,2017-03-27,0.95,1,31
9086334,Lovely room in the heart of Cph N,7166064,Sanni,,Nrrebro,55.68739404484961,12.55447523153442,Private room,497,2,27,2017-05-02,1.40,2,37
3465463,"A cozy experience at ""central"" CphN",17459145,Phillip Sanford,,Nrrebro,55.69545567032236,12.546134989877983,Entire home/apt,901,2,10,2016-10-03,0.29,1,212
19193342,"NYC style, 2 floor + own balcony @ Jægersborggade",17205209,Dennis,,Nrrebro,55.693543844421974,12.54369651550723,Entire home/apt,1000,3,0,,,1,20
17420199,Charming apartment in the heart of Nørrebro,16212240,Ulrik Og Julie,,Nrrebro,55.70096704959482,12.555717721003475,Entire home/apt,676,2,8,2017-06-13,2.67,1,80
11001259,Charming flat central Nørrebro,9166863,Sara,,Nrrebro,55.69178253204631,12.558886663739061,Entire home/apt,603,5,3,2016-06-18,0.21,1,0
5627285,Holiday in Copenhagen :),25835321,Anne-Marie Vang,,Nrrebro,55.70100059097402,12.54939773200817,Entire home/apt,748,4,1,2015-09-08,0.05,1,0
18799999,Bright and cosy apartment close to everything!,126656214,Andrea,,Nrrebro,55.701933220484534,12.555149290264607,Entire home/apt,702,3,1,2017-06-05,1,1,44
13782929,Room in vibrant area of Copenhagen,12577592,André,,Nrrebro,55.69616123741569,12.544745750906776,Private room,351,5,4,2017-05-08,0.36,1,183
8576361,Apartment in hip Nørrebro,45136700,Michael,,Nrrebro,55.70173178543047,12.543455619417525,Entire home/apt,397,4,0,,,1,0
16906811,Private room+garden in central Copenhagen,16609161,Manuela,,Nrrebro,55.69135536790863,12.5435588070993,Private room,431,2,7,2017-06-11,1.62,1,336
15981895,Live above Copenhagen's charm!,588038,Jerrod,,Nrrebro,55.68770346575764,12.562452856036735,Entire home/apt,801,1,10,2017-05-15,1.50,4,69
13819183,Top floor apt. with balcony at Sct. Hans Torv,39014163,Mathias,,Nrrebro,55.68989357190297,12.559924233560421,Entire home/apt,1199,2,8,2017-06-11,0.79,1,41
1563934,COSY FLAT IN TRENDY NØRREBRO,8320552,Astrid,,Nrrebro,55.69460198008758,12.548988115900025,Entire home/apt,722,4,12,2016-09-18,0.26,1,349
17398317,Cosy apartment in Copenhagen,2980299,Søren,,Nrrebro,55.70148771587728,12.541623095639745,Entire home/apt,841,7,1,2017-04-29,0.63,1,88
8314118,small but cosy loft apartment,16470216,Josephine,,Nrrebro,55.69214032835496,12.566362214221224,Entire home/apt,397,1,3,2015-12-29,0.14,1,0
18799842,Charming room Østerbro,104612273,Rebecca,,Nrrebro,55.70541945402171,12.553722477803571,Private room,497,2,3,2017-06-01,3,1,144
18209989,Child-friendly and spacious city-apartment,28491724,Eline,,Nrrebro,55.68598018304011,12.555237361406768,Entire home/apt,729,3,0,,,1,4
16047267,"Cozy, small apartment in a wonderful neighborhood",98663676,Christine,,Nrrebro,55.69667939394655,12.542762823068498,Entire home/apt,397,2,9,2017-04-10,1.30,1,43
3595417,Spacious and perfectly located!,15252671,Nana Francisca,,Nrrebro,55.69349653093022,12.543206481378151,Entire home/apt,702,2,30,2017-05-22,0.90,1,296
14802071,Perfect beautiful room in Copenhagen for travelers,6464240,Sarah,,Nrrebro,55.68717903002911,12.542209761683063,Private room,550,1,16,2016-12-18,1.71,2,7
16440463,Lovely bohemian flat near central Copenhagen,107810577,Thene,,Nrrebro,55.69281959713356,12.560253940851746,Entire home/apt,775,2,1,2017-05-24,1,1,179
3464323,"3 rooms, balcony & access to garden",1138992,Rikke,,Nrrebro,55.69383211817348,12.554389149408081,Entire home/apt,722,1,18,2017-05-28,0.52,1,296
