id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18730942,Nice apartment with private front yard,91224144,Vasco,,Vesterbro-Kongens Enghave,55.65579323062234,12.535777658872483,Entire home/apt,550,2,0,,,1,0
7068722,Right next to the Central Station,2071345,Peter,,Vesterbro-Kongens Enghave,55.672584821423634,12.559133357869934,Entire home/apt,828,3,1,2015-08-18,0.04,1,0
9952250,"Spacious, light, central!",4104326,Cathy & Jan,,Vesterbro-Kongens Enghave,55.6687377767451,12.552608202391701,Entire home/apt,1497,2,11,2017-05-14,0.75,1,0
7323583,Stor lejlighed direkte til vand,38365041,Nanna Grønning,,Vesterbro-Kongens Enghave,55.65054983229366,12.546507757506184,Entire home/apt,748,1,0,,,1,0
13491192,Nice bright room in central Copenhagen,18404375,Frederik,,Vesterbro-Kongens Enghave,55.66960405044197,12.563640785923393,Private room,397,2,1,2016-08-23,0.10,3,0
4629671,Charming appartment,2964571,Anne,,Vesterbro-Kongens Enghave,55.66991780233327,12.548448788562169,Entire home/apt,649,3,18,2017-04-17,0.88,1,322
1170395,Wonderful Copenhagen ,6407832,Rikke & Tobias,,Vesterbro-Kongens Enghave,55.6582913386753,12.53802906623384,Entire home/apt,497,3,12,2017-04-12,0.24,1,337
19061707,Double room in downtown Copenhagen apartment,14262464,Elke,,Vesterbro-Kongens Enghave,55.67346432586213,12.558549857252288,Private room,351,2,0,,,1,10
5823421,Nordic living CPH V / Frederiksberg,19728454,Dorthe,,Vesterbro-Kongens Enghave,55.66861573228687,12.542480051091186,Private room,662,2,5,2016-05-15,0.19,1,349
7199663,Fully renovated loftstyle apartment,19786012,Søren,,Vesterbro-Kongens Enghave,55.670053911290914,12.543800104405275,Entire home/apt,1152,2,28,2017-05-29,1.22,1,298
6282157,Cosy flat with large sunny balcony,5240266,Lisa,,Vesterbro-Kongens Enghave,55.67199485068991,12.551318783269975,Entire home/apt,748,2,15,2016-06-06,0.60,1,0
697498,"Central, charming, comfortable flat",1775443,Annette,,Vesterbro-Kongens Enghave,55.67204425502482,12.555299921941609,Entire home/apt,901,1,18,2017-06-08,0.81,1,27
10537823,Big local & luxurious designer flat,4366144,Uri,,Vesterbro-Kongens Enghave,55.665572615622715,12.550562768758548,Entire home/apt,1113,2,63,2017-06-05,3.73,1,234
1746070,"Hel 160 m2 lejlighed, København V",9189789,Asger,,Vesterbro-Kongens Enghave,55.66816583479862,12.54848513335041,Entire home/apt,1497,2,37,2017-06-05,0.91,1,46
13359983,Apartment in quiet area near Central Station,6086586,Kasper,,Vesterbro-Kongens Enghave,55.673303529086226,12.55996763194395,Entire home/apt,1199,2,0,,,1,25
12966762,Vesterbro - Best location in Copenhagen,45574989,Anne-Sofie,,Vesterbro-Kongens Enghave,55.664552827581296,12.554887899416515,Entire home/apt,848,1,3,2016-09-04,0.24,1,0
14080873,Cosy room in the heart of Vesterbro,84642817,Trine,,Vesterbro-Kongens Enghave,55.67015706991955,12.54662967265102,Private room,397,1,19,2017-06-04,1.75,1,102
16833375,Big apartment close to Kødbyen and Central Station,71502760,Tina,,Vesterbro-Kongens Enghave,55.66628500425535,12.556976661867632,Entire home/apt,596,5,7,2017-05-29,1.79,1,0
18854415,Light and spacious apt in the heart of Vesterbro!,2380539,Alexander,,Vesterbro-Kongens Enghave,55.67057747098676,12.544581956231298,Entire home/apt,848,1,0,,,1,16
1687431,Lovely home in trendy Vesterbro,6651895,Golam,,Vesterbro-Kongens Enghave,55.666839640727176,12.548056497612933,Entire home/apt,669,2,34,2017-04-24,0.81,1,80
9034518,Charming Vesterbro apartment,25092058,Marie Louise,,Vesterbro-Kongens Enghave,55.66627436063114,12.552151517738487,Entire home/apt,1000,3,20,2017-05-14,1.03,1,114
13090706,Lovely bedroom with canal view in Sluseholmen,72667182,Ac,,Vesterbro-Kongens Enghave,55.64561406805514,12.552926479247144,Private room,298,1,7,2016-10-29,0.62,1,0
13542509,Bright apartment in the center of Copenhagen,18404375,Frederik,,Vesterbro-Kongens Enghave,55.6727984832389,12.56323655692821,Entire home/apt,901,5,2,2016-07-04,0.17,3,0
9165381,Karakterfuld lejlighed med have,10620179,Anja,,Vesterbro-Kongens Enghave,55.64812416052399,12.534398477347107,Entire home/apt,497,3,20,2017-06-05,1.04,1,8
2641673,Lovely apartment. Local hipness :),5195429,Louise,,Vesterbro-Kongens Enghave,55.6683060929231,12.54727115066416,Entire home/apt,709,4,28,2017-05-15,0.72,1,259
11000359,Beautiful apartment in vibrant area,56614999,Tanja,,Vesterbro-Kongens Enghave,55.67046949822166,12.55313753344029,Entire home/apt,702,3,7,2016-06-06,0.43,1,0
15090006,Small Flat - ground floor - hipt hood - 3 beds,402269,Karin,,Vesterbro-Kongens Enghave,55.66634028358342,12.554290898892436,Entire home/apt,742,3,12,2017-05-28,1.53,1,171
14211610,Private room with double bed in central Copenhagen,17872145,Alexander,,Vesterbro-Kongens Enghave,55.673611294240594,12.550428326123566,Private room,351,4,1,2016-08-18,0.10,1,0
8968731,Cosy luxury - Vesterbro,46870042,Henrik,,Vesterbro-Kongens Enghave,55.66575514433409,12.554808871019333,Entire home/apt,815,2,0,,,1,0
13883891,Bed(s) in a 10-bed dorm 3/10,78674904,YMCA Interpoint,,Vesterbro-Kongens Enghave,55.67030786898632,12.549589003431366,Shared room,172,1,2,2016-08-23,0.20,5,292
1038800,Big cosy apartment at vesterbro,2328287,Jakob,,Vesterbro-Kongens Enghave,55.66621356365101,12.545434130235446,Entire home/apt,828,1,18,2016-09-11,0.36,1,344
4315605,Big apartment in Cph. V.,22403904,Ulrik,,Vesterbro-Kongens Enghave,55.66312043602287,12.544920923850299,Entire home/apt,1199,3,4,2016-08-03,0.36,1,65
13687232,Smuk og velholdt lejlighed i hjertet af København,22762521,Jeppe Leo,,Vesterbro-Kongens Enghave,55.671211923314274,12.563752424117755,Private room,344,4,0,,,2,0
9544879,Unique and central,10638234,Tina,,Vesterbro-Kongens Enghave,55.67386776389032,12.560589463032768,Entire home/apt,947,5,15,2017-06-13,0.96,1,30
13883819,Bed(s) in a 4-bed dorm 2/6,78674904,YMCA Interpoint,,Vesterbro-Kongens Enghave,55.67118579797052,12.548266904152628,Shared room,172,1,6,2016-08-25,0.55,5,292
5953944,Huge Luxury  Apartment in great part of CPH!,30907192,Amira,,Vesterbro-Kongens Enghave,55.6692762580491,12.548889636248783,Entire home/apt,848,3,9,2017-05-24,0.34,2,24
13687194,Harbor Apartment/ CPH Waterfront,30001384,Gitte,,Vesterbro-Kongens Enghave,55.65258335311188,12.543986147197298,Entire home/apt,596,4,2,2016-10-09,0.19,1,0
14276980,Nice apartment in Vesterbro,7064936,Johanne,,Vesterbro-Kongens Enghave,55.67047449712077,12.550652170295251,Entire home/apt,801,4,12,2017-06-11,1.18,1,5
5953876,"CENTRAL,lovely and great location!",30907192,Amira,,Vesterbro-Kongens Enghave,55.66734745977786,12.550409174060514,Entire home/apt,523,3,108,2017-05-29,4.57,2,100
10869106,"",56308498,Jeppe,,Vesterbro-Kongens Enghave,55.6675414209085,12.545087224647393,Entire home/apt,550,1,0,,,1,0
2873703,Family friendly and stylish,1585105,Martin,,Vesterbro-Kongens Enghave,55.66565378798783,12.552154584019652,Entire home/apt,907,3,13,2017-05-28,0.37,1,1
18405732,"Big room in center, balcony",84954135,Sylwia,,Vesterbro-Kongens Enghave,55.6477551734034,12.530063374706021,Private room,172,10,0,,,1,0
3791197,"Cool, charming family apartment",6992590,Kamilla,,Vesterbro-Kongens Enghave,55.66528461948565,12.5448461455025,Entire home/apt,808,3,4,2016-12-30,0.39,1,25
2873656,Family-friendly urban and historic townhouse,14627408,Anna,,Vesterbro-Kongens Enghave,55.66928863023084,12.540099151173253,Entire home/apt,1398,2,27,2017-05-28,1.05,1,22
383276,Great Room in Trendy Copenhagen!,1871206,Rens,,Vesterbro-Kongens Enghave,55.67003928757795,12.542876092634737,Private room,298,2,35,2017-01-01,0.56,1,327
13883691,Bed(s) in 4-bed dorm 1/6,78674904,YMCA Interpoint,,Vesterbro-Kongens Enghave,55.67060347757123,12.548017596355688,Shared room,172,1,12,2016-08-27,1.06,5,291
841945,Vesterbro convenience with balcony,185605,Martin,,Vesterbro-Kongens Enghave,55.671549914393665,12.547110096013617,Entire home/apt,609,3,219,2017-05-29,4.16,2,84
14670112,Appartement in Vesterbro - close to everything,46215355,Anne,,Vesterbro-Kongens Enghave,55.66909747656964,12.554921634488261,Entire home/apt,801,2,33,2017-06-14,3.36,1,0
18012044,"Cheap, spacious family friendly flat in Vesterbro",123774466,Thora,,Vesterbro-Kongens Enghave,55.66508931859355,12.544136990492273,Entire home/apt,742,2,0,,,1,7
6346843,Very nice Room for rent 18m,33058177,Sylwia,,Vesterbro-Kongens Enghave,55.650684682682034,12.538882862214644,Private room,291,1,46,2017-06-04,2.06,1,333
16504907,Room in new and cozy apartment,47570328,Julia,,Vesterbro-Kongens Enghave,55.651331908428176,12.548891133822323,Private room,378,2,0,,,1,0
19125572,Fabulous Copenhagen townhouse in Vesterbro,15475935,Tanja,,Vesterbro-Kongens Enghave,55.667548696672945,12.540401685516349,Entire home/apt,1351,3,0,,,1,0
15199275,Close to Central Train Station,39621575,Allan,,Vesterbro-Kongens Enghave,55.670358114059376,12.558171591842632,Private room,351,1,2,2016-10-07,0.23,2,0
13294283,Perfect Vesterbro apartment,15996739,Sasja,,Vesterbro-Kongens Enghave,55.670415943184125,12.557536689194508,Entire home/apt,947,2,13,2017-06-05,1.09,1,13
13706358,Hip & familyfriendly with balcony☀️,38890630,Gry,,Vesterbro-Kongens Enghave,55.661796034452074,12.540274507115251,Entire home/apt,1603,2,6,2017-06-01,0.53,1,361
3332789,Cosy apartment with two balconys,5949725,Kira,,Vesterbro-Kongens Enghave,55.65556911892843,12.536516484593806,Entire home/apt,450,2,6,2016-07-08,0.26,1,0
15456944,Lovely modern apartment in Vesterbro,4609074,Sofie,,Vesterbro-Kongens Enghave,55.6690511680416,12.545154479413496,Entire home/apt,649,3,8,2017-06-11,1.05,1,48
13948943,"Lys lejlighed i grønne omgivelser, med egen have.",8219963,Lisbeth,,Vesterbro-Kongens Enghave,55.65558989148902,12.535065688079463,Entire home/apt,450,3,12,2017-05-22,1.19,1,87
1553427,Bright room for two in Vesterbro,320870,Sarah & Søren,,Vesterbro-Kongens Enghave,55.66696485339707,12.55729602340326,Private room,457,1,38,2017-06-09,0.83,2,335
18958914,Lille hyggeligt Værelse med adgang til Kbh's havn,132204475,Jeanette,,Vesterbro-Kongens Enghave,55.655912340164754,12.550602067060769,Private room,464,3,0,,,1,57
4308348,Apartment in beautiful Vesterbro ,14190348,Maja,,Vesterbro-Kongens Enghave,55.669628392084995,12.54394978444174,Entire home/apt,947,2,14,2016-06-12,0.45,1,342
13621187,Bed(s) in a 10-bed dorm 1/10,78674904,YMCA Interpoint,,Vesterbro-Kongens Enghave,55.67177844825113,12.549545344095877,Shared room,172,1,7,2016-08-28,0.61,5,17
3463105,Big top floor apartment,16165552,Lennart R.,,Vesterbro-Kongens Enghave,55.66592468364634,12.548347992203807,Entire home/apt,748,2,17,2017-04-13,0.48,1,0
14007678,Brigth and cozy apartment with small balcony,83446901,Catharina,,Vesterbro-Kongens Enghave,55.64657673719286,12.530865106777657,Entire home/apt,662,3,2,2016-09-02,0.20,1,0
1293663,Bright & large - in cool Vesterbro,126398,Sille,,Vesterbro-Kongens Enghave,55.66869587020817,12.549466244423964,Entire home/apt,1053,3,49,2017-06-05,1.32,2,25
2676647,102 sqm/4 rooms in trendy Vesterbro,13704116,Daniel,,Vesterbro-Kongens Enghave,55.67260029279578,12.550991468193004,Entire home/apt,801,1,1,2014-08-22,0.03,1,0
17094560,Great 2 room apartment in trendy Vesterbro,12566834,Camilla,,Vesterbro-Kongens Enghave,55.66495210672619,12.551759186047493,Entire home/apt,351,3,3,2017-04-23,0.76,1,0
710540,Family friendly apartment Vesterbro,2831845,Trine,,Vesterbro-Kongens Enghave,55.670020846177735,12.552088600422088,Entire home/apt,1497,3,36,2017-06-04,0.66,1,276
8247178,Large apartment with sunny balcony in Vesterbro,43492378,Katrine,,Vesterbro-Kongens Enghave,55.669538951198994,12.549176512826838,Entire home/apt,497,2,11,2017-06-11,0.52,1,220
3266439,Cosy 4room flat in central CPH,16517747,Jon,,Vesterbro-Kongens Enghave,55.66344945862086,12.545682138034024,Entire home/apt,702,5,1,2014-07-25,0.03,1,0
7273127,Apartment in Copenhagens Vesterbro,38080231,Niclas,,Vesterbro-Kongens Enghave,55.67122890546181,12.54638265357094,Entire home/apt,497,4,28,2016-12-30,1.22,1,2
7996989,Great room at trendy Vesterbro (2),7719217,Klaus Ib,,Vesterbro-Kongens Enghave,55.66769332122156,12.555020177046396,Private room,252,3,3,2016-03-06,0.14,2,19
11674585,Cosy and charming apartment in central Cph,43505661,Anne-Sofie Bang,,Vesterbro-Kongens Enghave,55.666309661870386,12.547826205609313,Entire home/apt,490,7,9,2017-06-11,0.75,1,170
4249364,"Downtown, family friendly, spaciuos, sunny balcony",22050272,Laura Marie,,Vesterbro-Kongens Enghave,55.67157404081119,12.5449365574494,Entire home/apt,1000,5,5,2016-08-02,0.43,1,19
1103629,"Sunny, spacious, trendy + BALCONY",6058792,Jakob,,Vesterbro-Kongens Enghave,55.66594100928361,12.541846639394969,Entire home/apt,888,1,23,2017-06-11,0.60,1,277
7591683,Cozy apartment with nice balcony,39808282,Nicolai,,Vesterbro-Kongens Enghave,55.665785591908424,12.542754770106205,Entire home/apt,748,1,7,2017-03-26,0.31,1,0
5756626,Modern wonderfull apartment,5714170,Natasha,,Vesterbro-Kongens Enghave,55.67132084716085,12.554349636330937,Entire home/apt,1351,2,34,2017-05-31,1.33,1,35
9390651,Et dejligt værelse,48708526,Sanne,,Vesterbro-Kongens Enghave,55.66658289510943,12.55154011864198,Private room,662,2,30,2017-05-21,1.61,1,91
11195991,"Bright, newly renovated apartment",702317,Nadia,,Vesterbro-Kongens Enghave,55.66573197289569,12.549066210842268,Entire home/apt,702,2,20,2017-05-14,1.49,1,183
8378577,Cozy and light apartment in Central Vesterbro,23936168,Marie,,Vesterbro-Kongens Enghave,55.66612379650715,12.547279120015927,Entire home/apt,503,2,4,2017-06-12,0.19,2,0
12048592,"Double-bed in lovely, modern apartment",17319213,Troels,,Vesterbro-Kongens Enghave,55.653944616191005,12.548475200363749,Private room,351,2,0,,,1,0
3332300,Spacious apartment in a quiet spot,15607572,Sanne,,Vesterbro-Kongens Enghave,55.67110017806718,12.544668348715712,Entire home/apt,1298,3,7,2017-06-07,0.30,1,36
17597411,"Room in clean, sunny apartment",4205114,Ali,,Vesterbro-Kongens Enghave,55.67084723627909,12.543570335091674,Private room,351,1,0,,,2,65
5822622,Luxury apartment with sea view,25585217,Andreas,,Vesterbro-Kongens Enghave,55.64629132693625,12.552412634573075,Entire home/apt,1053,3,4,2017-02-18,0.16,1,320
4446336,værelse til leje for korter periode,22317683,Pia,,Vesterbro-Kongens Enghave,55.67008164242434,12.556158841736304,Private room,450,1,0,,,2,0
13949046,Great apartment in the best area og Copenhagen,49537613,Kasper Vilmer,,Vesterbro-Kongens Enghave,55.66999555655693,12.558066601869886,Private room,1000,2,13,2017-05-28,1.19,1,62
186454,Artistic & colourful  apartment.,896083,Cathrine,,Vesterbro-Kongens Enghave,55.67022764006574,12.548083005648518,Private room,457,1,83,2017-06-07,1.17,1,314
13782625,Big bright appartment in nice & hip neighborhood,29582767,Rasmus,,Vesterbro-Kongens Enghave,55.66669157876038,12.540036582347186,Entire home/apt,1292,1,0,,,1,50
11117491,unique appartement in a trendy area,25580715,Leise,,Vesterbro-Kongens Enghave,55.66597633153075,12.554130165021798,Entire home/apt,901,3,11,2017-05-28,0.69,1,7
2283041,"Great neighbourhood, ideal w. kids",11073504,Jesper H,,Vesterbro-Kongens Enghave,55.66966604361667,12.555703966558532,Entire home/apt,748,4,2,2016-07-15,0.18,1,17
7067162,Modern and light flat in Vesterbro,27705956,Astrid,,Vesterbro-Kongens Enghave,55.669555909144925,12.547039072117418,Entire home/apt,748,3,14,2016-08-15,0.60,1,346
14590890,Attractive modern apartment in the city of CPH,75244093,Sofie,,Vesterbro-Kongens Enghave,55.665298292221316,12.55554232255766,Entire home/apt,1649,1,5,2017-06-14,0.80,1,354
13323853,"Perfect location, balcony, 1 bedroom,2 livingrooms",1681081,Lukas,,Vesterbro-Kongens Enghave,55.671893015028424,12.544546354880952,Entire home/apt,1000,3,11,2016-11-27,1.02,1,0
1037780,149 m2 Bohemian and Sunny Apartment,2769044,Louise,,Vesterbro-Kongens Enghave,55.66978069639751,12.548073170857954,Entire home/apt,947,3,7,2017-02-13,0.15,2,190
4225271,Nice house in Copenhagen,21927835,Maj,,Vesterbro-Kongens Enghave,55.64345967302173,12.535794871193655,Entire home/apt,801,7,4,2016-08-07,0.13,1,0
18798015,A gem in copenhagen,109848279,Chrisstine,,Vesterbro-Kongens Enghave,55.64857946411857,12.528471341743613,Private room,325,2,2,2017-06-08,2,1,37
2479511,Spacious apartment in the brand new South Harbour,6425048,Lilja,,Vesterbro-Kongens Enghave,55.65400781944941,12.548460336178426,Entire home/apt,881,3,1,2017-01-04,0.18,1,5
13292948,Cph center Vesterbro apartment,18078010,Alexander,,Vesterbro-Kongens Enghave,55.668732422882314,12.549724981179336,Entire home/apt,801,1,0,,,1,0
4117901,"Big, bright, cosy apartment in CPH",5351232,Tilde,,Vesterbro-Kongens Enghave,55.67046683846639,12.555844681091754,Entire home/apt,901,2,9,2017-04-16,0.27,1,0
13620585,Lovely apartment near the Central Station,59215220,David,,Vesterbro-Kongens Enghave,55.67050823856947,12.558277771031934,Entire home/apt,589,2,6,2016-09-04,0.52,1,0
19220984,"2. vær. lejlighed på Vesterbro, udlejer 1 værelse.",109021566,Jannich,,Vesterbro-Kongens Enghave,55.66664820882247,12.548386133360042,Private room,497,1,0,,,1,84
7198011,Lækker lejlighed med vandudsigt,33356288,Camilla,,Vesterbro-Kongens Enghave,55.64701180969232,12.55256932154549,Entire home/apt,848,5,2,2016-07-30,0.15,1,0
6935845,"Charming home w/ balcony, Cph. V",36363325,Anton,,Vesterbro-Kongens Enghave,55.669371222307376,12.546262839981342,Entire home/apt,497,4,2,2016-10-21,0.25,1,11
3396882,Stor 5-værelses 5 min. fra centrum,17137647,Stenka,,Vesterbro-Kongens Enghave,55.66590590854712,12.549723565611464,Entire home/apt,947,2,0,,,1,25
6726526,Balcony with great harbour view,35223519,Trond,,Vesterbro-Kongens Enghave,55.64707180858884,12.547708966799389,Entire home/apt,795,4,33,2017-06-09,1.41,1,15
15520963,Fantastisk børnevenlig lejlighed,53737286,Cecilie,,Vesterbro-Kongens Enghave,55.66173351948055,12.561831481215096,Entire home/apt,642,1,6,2017-06-06,0.79,1,164
709807,LARGE VESTERBRO APT-IDEAL FOR 4 PPL,3625639,Elsa & Thor,,Vesterbro-Kongens Enghave,55.672502773263794,12.548256245416619,Entire home/apt,1338,3,16,2016-01-02,0.29,1,79
6345912,"Dejlig lejlighed,10.min fra centrum",33052085,Zlata,,Vesterbro-Kongens Enghave,55.64972611589678,12.538592520991196,Entire home/apt,669,2,12,2016-07-30,0.51,1,0
10606285,Hipster Vesterbro,54727915,Lene,,Vesterbro-Kongens Enghave,55.664763336612324,12.551966385135922,Entire home/apt,596,2,4,2016-07-23,0.25,1,0
16819148,Hotel apartment Vesterbro - Sønder BLVD,1010958,Jesper,,Vesterbro-Kongens Enghave,55.667311332553204,12.55363272109136,Entire home/apt,748,10,3,2017-06-05,0.73,4,29
11458209,Udsigt over vand - tæt på byen,60255967,Esben,,Vesterbro-Kongens Enghave,55.650872724130814,12.544184875401486,Entire home/apt,596,3,2,2016-07-25,0.13,1,0
19125934,True family apartment. For couples / small family,8194961,Asger,,Vesterbro-Kongens Enghave,55.65794457807848,12.538219403535054,Entire home/apt,550,3,0,,,1,19
7853704,Nice room in Vesterbro,20944621,Soeren,,Vesterbro-Kongens Enghave,55.67182387776194,12.547172550621877,Private room,397,2,10,2017-04-01,0.45,1,74
5887117,Lovely 2-floor apartment in CPH,29392083,Sanne,,Vesterbro-Kongens Enghave,55.66504008248682,12.546431819481105,Entire home/apt,510,3,2,2016-07-16,0.15,1,0
2402099,Charming apartment in the center,2098033,Dorte,,Vesterbro-Kongens Enghave,55.673405911491834,12.550946281406757,Entire home/apt,1000,5,4,2017-01-02,0.22,1,22
13161548,Charming apt in old trendy neihgborhood,73501312,Karen,,Vesterbro-Kongens Enghave,55.66718861886582,12.546360804345662,Entire home/apt,649,1,10,2017-03-15,0.86,1,0
6083661,Great Apartment in Cosy Copenhagen,31575278,Aske,,Vesterbro-Kongens Enghave,55.64936177271295,12.533397787031884,Private room,477,2,1,2016-11-27,0.15,1,87
16503879,Privat room in brand new modern place near harbor,28773827,Christian,,Vesterbro-Kongens Enghave,55.65489861046202,12.548360570372646,Private room,364,1,12,2017-06-15,10.00,1,32
16700387,Lejlighed på Vesterbro,109156079,Bente,,Vesterbro-Kongens Enghave,55.66892019723713,12.555038051869435,Entire home/apt,603,5,9,2017-06-09,2.20,1,303
4838276,Base1@Vidunderlige Vesterbro,9597498,Altan,,Vesterbro-Kongens Enghave,55.67412869873207,12.558359140114296,Entire home/apt,596,3,125,2017-06-10,4.20,1,92
3855284,New 65m2 in a lovely area w balcony,17925697,Sofie & Hannah,,Vesterbro-Kongens Enghave,55.66823917678436,12.555662027957181,Entire home/apt,1146,2,22,2016-11-20,0.64,1,15
2610104,small cozy penthouse on 5'th floor,11863591,Maria,,Vesterbro-Kongens Enghave,55.66979631253408,12.552961363279199,Entire home/apt,729,2,28,2017-04-18,0.74,2,34
7394230,Charming modern 2 bedroom flat,9666742,Callie,,Vesterbro-Kongens Enghave,55.67005868167164,12.545168797400327,Entire home/apt,848,4,10,2016-08-09,0.46,2,9
15278912,Beautiful light apartment perfectly located,43177993,Tine,,Vesterbro-Kongens Enghave,55.66610568922036,12.555315069842742,Entire home/apt,2398,2,1,2016-10-10,0.12,1,364
2937773,Dejligt værelse tæt på vand og bus,15001282,Anne,,Vesterbro-Kongens Enghave,55.65214677177141,12.543464810348544,Private room,722,1,0,,,1,0
14930815,Enjoy Wonderful Copenhagen,93883803,Lars,,Vesterbro-Kongens Enghave,55.64991097728591,12.525078772043845,Entire home/apt,801,2,4,2017-05-14,0.43,1,364
17606095,Accommodation in the hip and trendy city centre,5000685,Signe Mai,,Vesterbro-Kongens Enghave,55.66401190932526,12.546576418317553,Private room,603,2,14,2017-06-12,4.47,1,2
16307026,Apartment with two balconies and three bedrooms.,83452020,Oline,,Vesterbro-Kongens Enghave,55.65137012648592,12.554594873814048,Entire home/apt,1563,2,1,2017-04-06,0.18,8,41
18404149,Cozy an Central room in the heart og CPH,92600097,Sabrina,,Vesterbro-Kongens Enghave,55.66932988608984,12.549914988755361,Private room,901,1,8,2017-06-12,4.90,1,26
19189996,Cosy and central room in the heart of Vesterbro,71761749,Xuan,,Vesterbro-Kongens Enghave,55.664822342084534,12.54331306252026,Private room,278,2,0,,,1,306
11653338,Flat in central Vesterbro,61822495,Freya,,Vesterbro-Kongens Enghave,55.666283500298285,12.550375171171314,Entire home/apt,550,2,6,2016-08-16,0.39,1,0
15388881,Location lovely new cool apartment copenhagen,98391404,Mie,,Vesterbro-Kongens Enghave,55.65273368764627,12.550855964306814,Entire home/apt,603,3,0,,,1,0
11653324,Cozy 2 bedroom near centrum,61821180,Sofie,,Vesterbro-Kongens Enghave,55.6494019179163,12.52508065471956,Entire home/apt,397,2,5,2017-05-15,0.46,1,18
12046462,Nice flat in Cph's coolest area,4765297,Pelle,,Vesterbro-Kongens Enghave,55.67027792675876,12.5433708568278,Entire home/apt,748,1,1,2017-05-22,1,1,20
2084978,"Nice & quiet flat,perfectly located",10648261,Rasmus,,Vesterbro-Kongens Enghave,55.66727760055064,12.554159067899377,Entire home/apt,993,1,9,2017-04-17,0.78,1,11
15978598,Charming flat in soothing and vivid Vesterbro,93705335,Benedikte,,Vesterbro-Kongens Enghave,55.664390269358876,12.545752489328281,Private room,450,1,0,,,1,179
6995216,Big apartment on Vesterbro,36678738,Philip,,Vesterbro-Kongens Enghave,55.669922316825,12.556919051122703,Entire home/apt,1497,1,0,,,1,0
2931982,Modern apartment near city center,14971615,Emil,,Vesterbro-Kongens Enghave,55.65247073231475,12.541448300992787,Entire home/apt,801,4,1,2016-05-27,0.08,1,0
14728456,Nice and bright appartment in attractive Vesterbro,10932204,Tasja,,Vesterbro-Kongens Enghave,55.66674824999531,12.547892200680826,Entire home/apt,1093,3,8,2017-06-09,0.88,1,95
13094983,Quiet surroundings in the outskirts of Vesterbro,72712032,Clemen,,Vesterbro-Kongens Enghave,55.65638184566944,12.533891682217348,Entire home/apt,603,2,1,2016-05-30,0.08,1,0
7786547,Huge apartment for cheap price!,40974748,Kaptajn,,Vesterbro-Kongens Enghave,55.66902587821731,12.548030767270637,Entire home/apt,1497,1,1,2016-09-11,0.11,1,0
14274595,Room in an modern new apartment.,56090988,Hulda,,Vesterbro-Kongens Enghave,55.653055465278634,12.54793031045296,Private room,397,1,3,2017-05-28,0.77,1,326
18534426,COZY CENTRAL FLAT WITH BALCONY,80484171,Jenny,,Vesterbro-Kongens Enghave,55.66602160200999,12.54620344752251,Entire home/apt,689,1,3,2017-06-05,3,1,0
9687058,Rooftop app. in Hipster Vesterbro,16136567,Christina,,Vesterbro-Kongens Enghave,55.67150926788722,12.550727846965263,Entire home/apt,1331,1,6,2016-09-25,0.37,1,299
10735621,Apartment in Inner Vesterbro,55497468,Jeppe,,Vesterbro-Kongens Enghave,55.66718139594525,12.55552164865773,Entire home/apt,954,2,6,2017-04-23,0.37,1,0
8048629,Renovated 3RM flat in hip Vesterbro,5073858,Anders,,Vesterbro-Kongens Enghave,55.663766032985336,12.537908005922588,Entire home/apt,623,5,2,2016-08-25,0.09,1,0
13488107,Wonderful little apartment in cozy Humleby,16253004,David,,Vesterbro-Kongens Enghave,55.66727791054031,12.535457391658593,Entire home/apt,702,2,2,2016-08-07,0.19,1,0
511956,Creative Copenhagen,2521885,Tine,,Vesterbro-Kongens Enghave,55.66653532523221,12.55791205167344,Entire home/apt,848,3,43,2016-11-07,0.89,1,257
900363,Apartment in the heart of Vesterbro,94529,Laura,,Vesterbro-Kongens Enghave,55.664939514291795,12.54590669172629,Entire home/apt,742,2,12,2017-05-14,0.52,1,0
5427147,Beautiful view and two balconies,28151871,Rikke,,Vesterbro-Kongens Enghave,55.65980559121763,12.56119269239195,Entire home/apt,947,5,0,,,1,0
10932152,Bright flat in the heart of CPH,24570897,Jeppe,,Vesterbro-Kongens Enghave,55.66331269642791,12.545534095290462,Entire home/apt,563,1,19,2017-05-14,1.21,1,283
17420169,Penthouse next to central station,44947305,Steffen,,Vesterbro-Kongens Enghave,55.672336579815955,12.563113368200893,Entire home/apt,1199,2,3,2017-06-05,1.36,2,6
6667489,Vesterbro apartment,4840380,Mona Marie-Louise,,Vesterbro-Kongens Enghave,55.66929554811541,12.547168419615153,Entire home/apt,941,2,25,2017-06-02,1.29,1,344
6278986,In the heart of Copenhagen.,32641200,Charlotte,,Vesterbro-Kongens Enghave,55.66508768499765,12.549044072912135,Entire home/apt,1000,1,59,2017-03-06,2.30,3,0
773964,Cozy room 4 minutes to city center,4083276,Mimo,,Vesterbro-Kongens Enghave,55.65435028336457,12.53749161493973,Private room,397,2,20,2017-05-21,0.40,2,349
14143260,Central Copenhagen - room for a cosy stay,58370150,Olga,,Vesterbro-Kongens Enghave,55.66790927182586,12.548756271089557,Private room,371,6,39,2017-05-28,3.75,1,0
